,id,patent,software,brand,book,article_A1,article_A2,article_A3,article_A4,article_B1,article_B2,article_B3,article_B4,article_C,article_SQ,graduation,guidance_ic_a,guidance_ic_c,guidance_m_a,guidance_m_c,guidance_d_a,guidance_d_c,guidance_g_a,guidance_g_c,guidance_e_a,guidance_e_c,first_doc,institution_id,ind_prod
3622,a76668a9-190a-4089-a706-0f653c4922b4,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3623,fbf408f8-0ccc-443b-b7f1-8bc38661b0e2,,,,,,,,,,,,,,,,,,,,,,,,,,1997,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3624,3672328a-d762-45e4-9a2b-7a9d9c21c9e6,,,,,,,,,,,,,,,,,,,,,,,,,,2000,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3625,97b4bb2a-d42c-4264-a77b-67cdce6adc93,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3626,26c322a8-a7c3-425b-84ab-4a90ea97c540,,,,,,,,,,,,,,,,,,,,,,,,,,2007,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3627,1d4374c4-1fe0-47bd-bd06-53290ae641f7,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3628,a75f300c-d812-459d-8e5a-f03648b8f7d1,,,,2,,,,,,,,,,,Mestrado,,,,,,,,,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
3629,bd48f644-8382-49f8-971a-bbe9bbde57bb,,,,,,,,,,,,,,,,,,,,,,,,,,1999,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3630,ab460829-b6a1-4cce-815b-36b297a83999,,,,,,,,,,,,,,,,,,,,,,,,,,2016,498cadc8-b8f6-4008-902e-76281101237d,0.0
3631,d48c9f47-e812-4b89-8fc3-081e60619492,,,,,,,,,,,,,,,,,,,,,,,,,,2007,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3632,299c601b-a288-4dea-8338-c2faa04149f5,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3633,bf372c67-795a-4684-b114-b3309bd55d50,,,,,,,,,,,,,,,,,,,,,,,,,,2012,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3634,8a789fdd-ba6e-4431-857a-eb142b87fe60,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3635,f8f2e78d-961c-48cd-8dfc-f40468353637,,,,,,,,,,,,,,,,,,,,,,,,,,2016,498cadc8-b8f6-4008-902e-76281101237d,0.0
3636,dc710108-e951-414c-b092-f35179236582,,,,,,,,,,,,,,,,,,,,,,,,,,2017,498cadc8-b8f6-4008-902e-76281101237d,0.0
3637,ecc631e5-15c3-44f3-bbac-bd2f2af5497b,,,,,,,,,,,,,,,,,,,,,,,,,,2014,498cadc8-b8f6-4008-902e-76281101237d,0.0
3638,acc4ac18-4a7c-44a2-a31b-d94a8379fc17,,,,,,,,,,,,,,,,,,,,,,,,,,2006,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3639,0f6c1816-dfca-4015-b82a-08b7ad4c4c23,,,,,,,,,,,,,,,,,,,,,,,,,,2007,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3640,84aac411-1f1a-42a2-b953-fb43dace5aa1,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3641,66759527-c5b9-4f8d-9c38-57f9a05b3d7a,,,,,,,,,,,,,,,,,,,,,,,,,,2019,498cadc8-b8f6-4008-902e-76281101237d,0.0
3642,02e07a29-603d-4c74-a3c2-cc94af6b16a4,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3643,0805d553-b5a8-4feb-b597-4cde4bbc6070,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3644,d1575069-d487-42bf-b582-173c10c334c0,,,,,,,,,,,,,,,,,,,,,,,,,,2021,498cadc8-b8f6-4008-902e-76281101237d,0.0
3645,36b84207-0c37-445f-adea-978d957df1b4,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3646,5885e35d-ca70-4d37-bc25-95ddc65ea9e5,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3647,b4795afe-a766-4ae0-bf64-b3ebdf3ab012,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3648,2c935805-f24b-4c06-9956-ba9000e36286,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3649,81784fbd-f806-4242-ac34-785ab3b2802f,,,,,,,,,,,,,,,,,,,,,,,,,,2022,498cadc8-b8f6-4008-902e-76281101237d,0.0
3650,0133684a-2a45-4912-a9d7-7c1f1f2bcb14,,,,,,,,,,,,,,,,,,,,,,,,,,2005,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3651,7c3d5bdb-1a23-4226-b165-8208e96654b5,,,,,,,,,,,,,,,,,,,,,,,,,,2023,498cadc8-b8f6-4008-902e-76281101237d,0.0
3652,80595d2d-612e-4b88-a10e-545341f683da,,,,,,,,,,,,,,,,,,,,,,,,,,2015,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3653,dab0faf4-db1d-4e7a-b6ea-1b435e0682d6,,,,,,,,,,,,,,,,,,,,,,,,,,2007,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3654,f40fd13a-a6de-4083-a291-9da63e59eb5d,,,,,,,,,,,,,,,,,,,,,,,,,,2013,498cadc8-b8f6-4008-902e-76281101237d,0.0
3655,166e47e0-4b46-48da-94cd-0c95d4d7f30e,,,,,,,,,,,,,,,,,,,,,,,,,,2011,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3656,b15e4e12-c65f-4137-9265-ca93ed92a0a4,,,,,,,,,,,,,,,,,,,,,,,,,,2003,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3657,2206f0c3-65c1-42ee-8512-b8eb1e2e2bc9,,,,,,,,,,,,,,,,,,,,,,,,,,2014,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3658,1c6765c6-a5d4-4eeb-a2c5-7c50b35d1039,,,,,,,,,,,,,,,,,,,,,,,,,,2011,498cadc8-b8f6-4008-902e-76281101237d,0.0
3659,081f12f9-e406-47c1-85e0-d6ed057e7720,,,,,,,,,,,,,,,,,,,,,,,,,,2018,498cadc8-b8f6-4008-902e-76281101237d,0.0
3660,073480d6-dd76-4f57-8514-d1fac09e5e72,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3661,b7af0351-96c2-406a-adbb-6789ddaf16e2,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3662,2df912c2-bdf4-42b3-9f0c-d4fb5bfc1d50,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3663,51e9e6fb-3415-4675-a3fa-8984ce8a2596,,,,,,,,,,,,,,,,,,,,,,,,,,2018,498cadc8-b8f6-4008-902e-76281101237d,0.0
3664,15dee115-8ba4-4599-8192-c4dd09ef6e61,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3665,8ca5bebf-fa94-44c7-8ce1-e92c02cdc97d,,,,,,,,,,,,,,,,,,,,,,,,,,2004,498cadc8-b8f6-4008-902e-76281101237d,0.0
3666,8a6bf153-6eb5-46df-b6c9-72eaea3c070f,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3667,47b1088e-35d4-4408-9ce3-cdae0820b108,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3668,c0210823-ecca-481d-9bc7-7d7573420f3e,,,,,,,,,,,,,,,,,,,,,,,,,,2016,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3669,dbd41ed8-554c-4ef6-9954-735352a1288e,,,,,,,,,,,,,,,,,,,,,,,,,,2012,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3670,9408dcb0-e8f9-421d-a101-37d709141b27,,,,,,,,,,,,,,,,,,,,,,,,,,2006,498cadc8-b8f6-4008-902e-76281101237d,0.0
3671,613142ec-6a45-4558-ab55-f87da63c5659,,,,,,,,,,,,,,,,,,,,,,,,,,2006,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3672,6ec566ff-1a2a-41b2-ab6a-b457c0f57f21,,,,1,,,,,,,,,,,Doutorado,,,3,2,,,,,,,2009,08aa6e17-f9ae-4979-a399-5b32a506a15e,0.0
3673,4c5a311d-35fb-420a-a9fb-b642ca760118,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3674,364a46da-5d7c-440c-a189-4bc62f0464ca,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3675,5a4f654a-6dbc-4bb0-b102-827db09b82e6,,,,,,,,,,,,,,,,,,,,,,,,,,2007,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3676,26ceff0c-7507-4a77-ba4e-e1687496943a,,,,2,,,,,,,,,,,Doutorado,,,,,,,,,,,2021,68125729-c357-4830-ba4d-ec3ca757c323,0.0
3677,e3fa68ac-b68c-4ff2-b996-dfbbdbe09d68,,,,,,,,,,,,,,,,,,,,,,,,,,2016,498cadc8-b8f6-4008-902e-76281101237d,0.0
3678,3ebcfa74-a6df-4da1-bfcb-c57ed3e69134,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3679,df8c8204-039e-4be2-a114-11891fdf561a,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3680,8690d1e6-d2c8-4549-be4a-31519c27af3e,,,,3,,,,,,,1,,,,Pós-Doutorado,,4,,5,1,,,3,,1,2008,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.25
3681,484a86bc-ac3d-4e6f-b66a-03c7e0bb100c,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3682,4d3926db-f8e4-4bfd-984f-9dc02e286f0c,,,,,,,,,,,,,,,,,,,,,,,,,,2014,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3683,f223dd48-0802-42ca-bd68-796359ac6c7c,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3684,ed6b631e-ff9e-4d2e-a484-0a712b4fa0bc,,,,,,,,,,,,,,,,,,,,,,,,,,2022,498cadc8-b8f6-4008-902e-76281101237d,0.0
3685,162bba4d-290f-43d1-85cd-8404cfe9e5fb,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3686,765194d6-239f-4f93-a0ba-e0e51a9e49b5,,,,,,,,,,,,,,,,,,,,,,,,,,2006,498cadc8-b8f6-4008-902e-76281101237d,0.0
3687,8b7d2869-3121-4b09-b4ae-4034848a4f92,,,,,,,,,,,,,,,,,,,,,,,,,,2022,498cadc8-b8f6-4008-902e-76281101237d,0.0
3688,bf7fcaba-fb1a-4d02-a502-cb4cef4c1087,,,,,,,,,,,,,,,,,,,,,,,,,,2014,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3689,ae4d1772-f3af-456c-bee4-2acae7e5eb34,,,,,,,,,,,,,,,,,,,,,,,,,,2023,498cadc8-b8f6-4008-902e-76281101237d,0.0
3690,79de2597-9413-4182-80cf-122f7b0ce879,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3691,2659db32-1f09-465c-a237-4f115cd90e6b,,,,,,,,,,,,,,,,,,,,,,,,,,None,68125729-c357-4830-ba4d-ec3ca757c323,0.0
3692,95c8354f-023c-4c5c-b950-9786f301f394,,,,,,,,,,,,,,,,,,,,,,,,,,None,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,0.0
3693,1d67c7a4-132f-4b27-90c5-ab67097a7eda,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3694,cc6e23cf-41e1-427b-b201-3c1c42f0c83a,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3695,b88c48e9-f74c-4484-9ce6-0dee22057f0e,,,,,,,,,,,,,,,,,,,,,,,,,,2018,498cadc8-b8f6-4008-902e-76281101237d,0.0
3696,68a0269e-723b-47e9-9ee1-c6ca9df8949f,,,,,,,,,,,,,,,,,,,,,,,,,,2018,498cadc8-b8f6-4008-902e-76281101237d,0.0
3697,46618152-8622-4b13-b299-11b1fc3e51d9,,,,,,,,,,,,,,,,,,,,,,,,,,2007,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3698,a6f8316a-a664-488b-8721-42c6091663e8,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3699,9c574031-463c-490e-b122-3752b422d573,,,,,,,,,,,,,,,,,,,,,,,,,,2022,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3700,b4d1b042-e6bd-4957-b145-15d08be90dd9,,,,,,,,,,,,,,,,,,,,,,,,,,2005,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3701,f8b42b26-823a-4884-b63c-f12680df0f79,,,,,,,,,,,,,,,,,,,,,,,,,,2016,498cadc8-b8f6-4008-902e-76281101237d,0.0
3702,90fecaff-3b70-47bc-bc2f-c6816eaf402e,,,,,,,,,,,,,,,,,,,,,,,,,,2018,498cadc8-b8f6-4008-902e-76281101237d,0.0
3703,94a4f7d6-2206-4757-9282-36bf019b6db0,,,,,,,,,,,,,,,,,,,,,,,,,,2016,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3704,d8b2fa74-5704-4716-8c6e-29ec74d4b789,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3705,f95e35d0-a23a-4124-9d60-7f406bfd5e4e,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3706,f6425286-e051-4aa1-ad4c-6be656628bdc,,,,,,,,,,,,,,,,,,,,,,,,,,2004,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3707,8427f1b0-030b-4c44-aa56-3a699fbc67e0,,,,,,,,,,,,,,,,,,,,,,,,,,2011,498cadc8-b8f6-4008-902e-76281101237d,0.0
3708,dfc029c8-dbd9-4573-aff0-2e099be5eacc,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3709,3fd64d5e-9515-4756-bd2c-303a737dade7,,,,,,,,,,,,,,,,,,,,,,,,,,2015,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3710,ade25c02-9e79-4f96-a58d-b95ac325643c,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3711,35a7eda9-5d40-47cd-a35c-c2a006e84c09,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3712,cc77c9f3-3502-46cf-9106-2347a85a2841,,,,,,,,,,,,,,,,,,,,,,,,,,2017,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3713,13b3344f-c2e5-4067-b35c-be2954ed3587,,,,1,,1,,1,,,1,,,,Doutorado,,5,,1,,,,10,,3,2021,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,1.75
3714,ff918d34-824e-4de6-9d26-628e56951cc4,,,,,,,,,,,,,,,,,,,,,,,,,,2019,498cadc8-b8f6-4008-902e-76281101237d,0.0
3715,267afdce-609d-49d5-a31f-02215766aa17,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3716,d1956e2b-11e8-4f2e-8757-c416e0403491,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3717,e3780c7d-a7da-441b-a032-da3a19ad8a27,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3718,9f349e12-8baa-4f75-90bd-af93c6a6a7da,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3719,2ef008ad-1b13-4cca-a71e-f4ac59e0a69a,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3720,cea3c4b2-04b4-4732-96e0-17f2d5c14b76,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3721,46a2933a-31b3-4b3c-b41a-f3151f71d662,,,,,,,,,,,,,,,,,,,,,,,,,,2011,498cadc8-b8f6-4008-902e-76281101237d,0.0
3722,1bb35435-186f-456c-af05-295d2223f49a,,,,,,,,,,,,,,,,,,,,,,,,,,2019,498cadc8-b8f6-4008-902e-76281101237d,0.0
3723,74b5f803-1349-4589-afec-d90eac328247,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3724,30109609-ffcc-4159-8468-25a254bdf684,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3725,38cc10e7-2f60-4d4e-a567-73343cf745e8,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3726,76a87d65-4b60-4451-a0be-89e534ed3f55,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3727,4343a2b6-1177-43ec-a6bf-981fc9884436,,,,,,,,,,,,,,,,,,,,,,,,,,2011,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3728,b4fb0d64-6f0f-4f37-8441-b11b8fb39d95,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3729,38d2b14d-a3d7-4498-bde3-5982227d383d,,,,,,,,,,,,,,,,,,,,,,,,,,2019,498cadc8-b8f6-4008-902e-76281101237d,0.0
3730,f1bc8411-c6b8-4743-89d1-486ebbefbc6c,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3731,5261060f-05df-4afe-b92f-7ca5c6003008,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3732,ac61ff52-298b-496d-a343-50d230c51017,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3733,06b874e2-47e9-4b13-96f0-e034551d27a9,,,,,,,,,,,,,,,,,,,,,,,,,,2018,498cadc8-b8f6-4008-902e-76281101237d,0.0
3734,dd00a4c5-c72d-41a7-807f-83ed4fac6b47,,,,,,,,,,,,,,,,,,,,,,,,,,2021,498cadc8-b8f6-4008-902e-76281101237d,0.0
3735,6a422a29-b6a3-4e63-8248-a3c338bd85cf,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3736,fd39772e-f657-4c45-93f5-c3b5609416d5,,,,,,,,,,,,,,,,,,,,,,,,,,2013,498cadc8-b8f6-4008-902e-76281101237d,0.0
3737,27a2501c-1acc-4373-9e25-250fe32b8fce,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3738,40a8ffcd-8de6-405d-8019-b46a1a983165,,,,,,,,,,,,,,,,,,,,,,,,,,2015,498cadc8-b8f6-4008-902e-76281101237d,0.0
3739,fa678496-73c9-4eaa-87d0-0ea959200af5,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3740,9ad37a1f-1a55-4758-9c2d-1d4ed65778b3,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3741,5314362d-e198-41f7-8011-2ae004b78f55,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3742,7b7c302c-f830-4f47-bffd-e1a7f076d222,,,,,,,,,,,,,,,,,,,,,,,,,,2020,498cadc8-b8f6-4008-902e-76281101237d,0.0
3743,7c158485-1c75-48f7-9236-59215a9c927c,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3744,c740d47e-a244-4f5c-8a7c-3232494a868f,,,,,,,,,,,,,,,,,,,,,,,,,,2001,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3745,6810c184-6854-457e-85eb-7f3027339a28,,,,,,,,,,,,,,,,,,,,,,,,,,2019,498cadc8-b8f6-4008-902e-76281101237d,0.0
3746,2b470ce1-4484-4bcb-ba7f-38d6c8e87ce8,,,,,,,,,,,,,,,,,,,,,,,,,,2022,498cadc8-b8f6-4008-902e-76281101237d,0.0
3747,b6a57a04-8eda-4613-ad8e-b63c702c2a2f,,,,,,,,,,,,1,,,Pós-Doutorado,,3,,1,,,,3,,,2007,498cadc8-b8f6-4008-902e-76281109187d,0.125
3748,231ec8a9-744b-4b44-868f-3c185047934d,,,,,,,,,,,,,,,,,,,,,,,,,,2013,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3749,0c202192-4a53-4a12-870b-44d9a9c0ce99,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3750,d551c086-d859-44d9-844c-bf44530ffeb8,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3751,0e6cf46a-95f9-4d4b-9008-8dfe4d06f5a2,,,,,,,,,,,,,,,,,,,,,,,,,,2019,498cadc8-b8f6-4008-902e-76281101237d,0.0
3752,06ec4cd2-f2a0-44c4-b01b-8a4b2d7f9619,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3753,4e00e80d-fbdb-4e05-8212-c6cf1adb324a,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3754,3538c481-2ac0-434e-8c8e-d50911943bc7,,,,,,,,,,,,,,,,,,,,,,,,,,2001,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3755,c47a779d-4544-4d5e-9d11-5a600d385be4,,,,,,,,,,,,,,,,,,,,,,,,,,2021,498cadc8-b8f6-4008-902e-76281101237d,0.0
3756,f8f6bbb2-a820-40ee-bc1d-95c0c4e14946,,,,,,,,,,,,,,,,,,,,,,,,,,2012,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3757,cf670f90-5517-4c9a-a5fc-f53f19e45c2c,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3758,6def1592-5de7-495c-9284-7487f92b6967,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3759,fb12eee2-d690-49f1-a884-719b59fb71f1,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3760,f9a55733-6b80-4a23-b327-9193cd19b5f3,,,,,,,,,,,,,,,,,,,,,,,,,,2016,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3761,076aec1a-fea8-4b79-bc93-d1b3125513f7,,,,,,,,,,,,,,,,,,,,,,,,,,2010,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3762,9d48bfdb-96de-44b8-9dd9-4ac04a8ee28d,,,,,,,,,,,,,,,,,,,,,,,,,,2005,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3763,a6086837-6e55-4aab-9d56-cdd4f08904f9,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3764,2e9372e1-f21e-4869-bfa5-c49f13f7a5d1,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3765,cd7ba1f9-ae03-498b-a6d2-4f044f71782d,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3766,5674c777-c12a-4fcc-9857-36742afcb763,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3767,41031d2e-c8a4-4830-b085-bb98e58a0517,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3768,76cc7689-1368-43b3-8934-5578e7212570,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3769,b0149dc8-3554-410c-9cab-0c7d3783532c,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3770,5d04e17f-b8bd-4df1-8c85-6e07ba8b4c5b,,,,,,,,,,,,,,,,,,,,,,,,,,2020,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3771,81fad28f-73a2-4a87-9684-431c92460ab0,,,,,,,,,,,,,,,,,,,,,,,,,,2005,498cadc8-b8f6-4008-902e-76281101237d,0.0
3772,fa396cc3-c519-4203-b09c-129e0d24af49,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3773,5bd973a7-aaec-42b4-b3a0-224150a04fee,,,,,,,,,,,,,,,,,,,,,,,,,,2023,498cadc8-b8f6-4008-902e-76281101237d,0.0
3774,f8e18bdb-fe03-4c30-83e0-148b47da7d70,,,,,2,1,,1,,1,,,,,Pós-Doutorado,,2,4,3,1,1,,4,,,2008,68125729-c357-4830-ba4d-ec3ca757c323,3.87
3775,1891fa88-36f7-4dfa-a22d-d5b87d4447cf,,,,,,,,,,,,,,,,,,,,,,,,,,2016,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3776,431f3e58-5bcf-48ad-94c3-fbb31eff3f09,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3777,65bf32da-ba46-433a-ab58-984dd612d171,,,,,,,,,,,,,,,,,,,,,,,,,,None,498cadc8-b8f6-4008-902e-76281101237d,0.0
3778,e300959d-4f8e-43d0-8c9e-bebcf7195d50,,,,,,,,,,,,,,,,,,,,,,,,,,2017,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
3779,df584bdc-e6d0-4644-a076-7a3cbeb3a05b,,,,,,,,,,,,,,,,,,,,,,,,,,None,7d367bc2-5c74-4648-a637-7f5c3f4fac81,0.0
