,id,patent,software,brand,book,article_A1,article_A2,article_A3,article_A4,article_B1,article_B2,article_B3,article_B4,article_C,article_SQ,graduation,guidance_ic_a,guidance_ic_c,guidance_m_a,guidance_m_c,guidance_d_a,guidance_d_c,guidance_g_a,guidance_g_c,guidance_e_a,guidance_e_c,ind_prod
2855,b78bf239-c74c-4d53-ba85-d283ccd8c561,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2856,9ae5e654-8623-4f83-b1ec-fcab0a1cc0fa,,,,,,2,1,2,,,,1,2,,Pós-Doutorado,2,1,,2,,,,19,,,3.875
2857,19cbd6af-2dca-4d05-8580-d955cd679203,,,,,2,2,1,1,1,,,,,,Pós-Doutorado,2,16,2,8,,,,1,,,5.625
2858,8ea4c5db-1a4f-4af9-b328-dd6feaa82ba4,,,,7,1,2,,,1,1,3,,3,1,Pós-Doutorado,2,14,3,3,,,,23,,6,4.37
2859,6cb59932-92b4-468c-b6c0-001e3f292256,,,,1,1,,1,1,1,5,,,,,Doutorado,,,,,,,,5,,,4.725
2860,7966c723-5607-4f06-8212-6c2757637b5a,,,,1,,,,,,,,1,1,,Mestrado,,,,,,,,1,,,0.125
2861,51c98783-1ad4-4f56-b655-7636a2f8e375,,,,,,,1,1,,,,,,,Mestrado,,,,,,,,11,,,1.375
2862,0f00000d-4f66-4c9f-81f8-d7c1f553aeab,,,,,,,,,,,,,1,,Doutorado,,,,,,,,1,,16,0.0
2863,66ac48c7-94a9-413a-9b35-645320064a81,,,,,,,,,,,4,,,1,Mestrado,,,,,,,,9,,1,1.0
2864,4fa5c109-3870-4e45-bf2b-92d6c70cc7be,,,,,2,1,,,,,,,,1,Pós-Doutorado,2,,,2,,,,,,,2.875
2865,36f3e74d-6362-495f-af5b-ba1a7205774c,,,,,1,2,1,,,,,,1,1,Pós-Doutorado,,6,3,5,2,3,,,,,3.5
2866,925828a5-1515-446e-919a-76ae401e3af5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2867,f65426aa-bdac-4bc0-9714-a075fc21d83a,,,,,,1,1,,,,,,1,,Pós-Doutorado,,1,,4,,,,,,,1.625
2868,83076e51-a5be-4fd6-a30f-af716a9b4dce,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2869,3d2e7347-a55c-4651-95be-c2e6e20f1ec7,,,,,,,3,1,4,,,,,,Doutorado,,,4,8,1,,,,,,4.875
2870,ee3278a8-7523-4a13-99c3-4f82064311e7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2871,9218d99c-cd21-44a4-b616-38fee8129c03,,,,2,,,1,,,,,,,,Doutorado,,,3,,,,,1,,5,0.75
2872,dc8e34fa-2c12-4b78-94e0-bf497df6563e,,,,,,,,1,,,,,,,Doutorado,,,,,,,,3,,,0.625
2873,15d82a98-f847-4c63-a816-2c536d5fc3e5,,,,,,,,,,1,,,,,Doutorado,,,1,15,2,2,,,,,0.37
2874,91ea6763-3e70-43eb-a93a-fe3cd9ec33d1,,,,2,,,,,,,,1,,,Doutorado,,1,,,,,,,,,0.125
2875,598a2357-1efa-4dea-b758-418b803eb10b,,,,1,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
2876,9db5211a-bc8a-435d-8c20-8c04acccf33d,,,,,,1,1,2,1,,,,,,Pós-Doutorado,,6,2,2,,,,10,,9,3.375
2877,b97cbdbb-b235-4739-92a5-2bc7dccc59f8,,,,,,,,,,,,,1,,Especialização,,,,,,,,28,,1,0.0
2878,43b5ec4e-bd69-41bf-8eaf-bf3b7287a583,,,,1,,,,1,,,,,1,,Mestrado,,,,,,,,6,,10,0.625
2879,0072b5b4-c7ce-4ecf-97c3-eee2e9d9faa7,,,,,,,,,1,,6,,2,,Doutorado,3,39,,,,,,23,,2,2.0
2880,84ce2361-d93e-484f-b6da-215db6d54de7,,,,2,,,1,3,,1,,1,,,Pós-Doutorado,4,11,1,6,1,1,,5,,,3.12
2881,77abad9b-ca63-4be7-93b0-cbebcc465696,,,,2,1,,,,,,,,,,Doutorado,,,4,6,,,,2,,,1.0
2882,07cf44c4-79ad-4e7e-906c-70e31894f2a3,,,,,,,,,,,,3,1,,Doutorado,,22,,7,,,,26,,,0.375
2883,c1cabd62-fbcb-4205-a464-b8f78ff6c58c,,,,,,,,,,,,,,,Doutorado,,,,,,,,5,,,0.0
2884,9e62b0be-7f2d-47ac-a2f5-383154dc9fc2,,,,3,,,,,,,1,,,,Pós-Doutorado,,4,,5,1,,,3,,1,0.25
2885,564ffc0f-996a-4997-b9f4-5c908ffd57ee,,,,,,,,,,,1,,,1,Doutorado,,,,,,,,1,,,0.25
2886,889f1617-53ce-4a33-b218-1edd2f0e22f1,,,,10,5,1,,,3,1,,,,1,Doutorado,3,5,1,,,,,11,,4,7.745
2887,f59ac884-c8d9-4bf4-a8a9-9f783e7f1b8c,,,,8,1,,,1,1,2,,,6,2,Pós-Doutorado,3,18,,9,5,,,17,,4,2.865
2888,9a493abb-2b28-42af-ae95-304dffa4a5e3,,,,,,,1,,1,,1,,,,Doutorado,,,,,,,,19,,1,1.5
2889,ff8944ed-57ea-46b7-aa01-970cee27f8ac,,,,2,,,,1,,,,,,1,Doutorado,,2,,,,,,11,,,0.625
2890,1301616a-0649-42c1-8b55-74b0b9977fc5,,,,,,,3,2,,,,,,5,Pós-Doutorado,2,26,1,9,5,6,,2,,,3.5
2891,c6fdc2df-5504-4271-9886-92746beba1fe,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2892,f6d65769-3117-4ff7-a7de-531d2e6757c3,,,,,,,,,2,,,,,,Doutorado,7,32,13,15,,,,10,,,1.0
2893,5bcf3562-c2d8-47a8-ab21-d88118a0a50f,,,,1,,,,,,,,,,,Pós-Doutorado,,,,8,,,,1,,,0.0
2894,0d43613f-51ef-404b-9cea-798704765e2d,,,,1,1,,,,,,,,,,Doutorado,,4,3,3,,,,7,,,1.0
2895,fd0c3164-92e5-4cc6-a638-eaeb5fe4882a,,,,2,,,,,,,1,,,,Doutorado,,12,,5,,,,16,,,0.25
2896,9d22c219-d3f7-46a3-b4c3-ef04eb9c31c8,5,29,1,7,2,2,2,3,2,6,1,,8,,Pós-Doutorado,,10,1,14,4,1,,9,,,10.594999999999999
2897,ba904387-1e36-4d1d-9e4a-fb48693c6ecf,,,,,,,,,,,,1,,,Doutorado,1,,,,,,,4,,2,0.125
2898,fa5c0ac3-a97a-4164-b127-9c8cab282965,,,,4,,,3,,1,,,,,,Pós-Doutorado,,,6,6,,,,5,,,2.75
2899,8d047818-1e91-4e9a-934f-d87f76f34235,,,,,,,,,,,,,,1,Mestrado,,,,,,,,26,,4,0.0
2900,e46321d7-e05f-47df-a66d-269f07acc067,,,,,,,,,,,,,,,Mestrado,,,,,,,,1,,,0.0
2901,5b530710-2cca-4438-ad96-87988e79246e,,,,,,,,,,,,,,,Doutorado,,5,,6,,,,6,,4,0.0
2902,e2ce7ee2-3d94-49ec-af95-8df3c9a44d36,,,,2,1,5,,,2,,,1,,,Pós-Doutorado,1,,1,1,,,,7,,,6.5
2903,41a8591f-f0a4-44c7-b577-7129204d0db1,,6,1,,,,,,,,,1,1,,Mestrado,,2,,,,,,8,,,0.125
2904,0194f4cd-4e91-4bdc-8af7-8af4218c9754,,,,,,,,,,,,,,,Mestrado,,,,,,,,2,,1,0.0
2905,b00b66a7-6274-44c0-b4ac-e894a803b8de,,,,,,,,,,,,,,,Doutorado,2,10,,,,,,8,,10,0.0
2906,d0697526-8609-4531-a4b2-4d669c042443,,,,,2,3,1,5,,2,3,2,1,,Pós-Doutorado,,18,,18,7,7,,,,,10.24
2907,78f5b2c0-fc7c-4353-b973-bafae06aa1d1,,,,1,,,,,,,,,,1,Doutorado,,,,,,,,1,,,0.0
2908,1d9b6548-f89b-4960-a29f-8a54370e8ae5,,,,,,,,,,,,,,,Doutorado,,,,,,,,1,,,0.0
2909,5fa294ec-c052-4110-ab9f-12f60d9fa16e,,,,,,,1,,,,1,,,,Doutorado,,,,,,,,1,,1,1.0
2910,c6fe7c78-24a7-4104-b9c8-ea604b18d069,,,,1,,,,,,,,,,,Doutorado,,4,,,,,,16,,,0.0
2911,53cc1d5f-2b08-496f-8cd8-baa451781273,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2912,cd2b2310-c799-4e2f-bb9f-fb549ac522c6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2913,5ef90833-f84f-4618-955a-970c38d7baae,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2914,58096f4f-af6a-4a71-9209-799ad3014b94,,,,,,,,,,,,,,,Doutorado,,,,,,,,9,,,0.0
2915,d68c5343-2d70-4ebf-be51-3ff4ec18cab0,,,,,,,,,,,,,,,Mestrado,,,,,,,,2,,,0.0
2916,15def7f8-8844-43b7-8b99-527f86dfc100,,,,1,,,1,,1,1,,1,10,,Doutorado,,1,8,6,,,,,,,1.745
2917,64c75df5-0436-4d60-908b-539b5eafe125,,,,1,,,,,,,,,,,Mestrado,,,,,,,,,,1,0.0
2918,1310f8e3-abf3-465f-afa1-6ebb520b075b,,,,6,,,,,,,,,,,Especialização,,,,,,,,6,,2,0.0
2919,b248da82-ca7f-4ecd-b6f6-2b95fb354ab9,,,,,,,,,,,,,,,Mestrado,,,,,,,,30,,,0.0
2920,c5cbe368-b283-468b-a163-1e7156031be6,,,,,,,,,,,,,,,Doutorado,,,,,,,,2,,,0.0
2921,70fb0c55-62d1-4a31-86c4-a31e97aabbcf,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2922,2d140f2f-2138-46ce-8d70-aa2bd20f0ed9,,,,,,,,,,,,,,,Mestrado,,,,,,,,3,,1,0.0
2923,7f6c91bc-fa4f-4066-863b-2fe590bf85a1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2924,9f8d83ca-8ae8-4502-b7c5-b4a0315c1c40,,,,,,1,,,,1,,,,,Pós-Doutorado,2,7,,9,1,2,,2,,,1.245
2925,b33bfc0e-0db0-473f-8c4d-d742641b6956,,,,3,,,,,1,,,,,,Pós-Doutorado,,7,,,,,,8,,,0.5
2926,b613edd7-8b40-4384-9ca0-b91e7bfb4ee4,,,,5,,,,,,,,,,,Doutorado,,2,,,,,,8,,,0.0
2927,93010553-0d31-43f9-a880-21634b1485ed,,,,,,,,4,3,4,2,,5,,Doutorado,3,8,,,,,,15,,21,5.98
2928,10fb5fd9-c57c-4084-8764-0d5f2ab7f5d0,1,,,,2,1,,1,,,,,1,,Doutorado,,5,1,,,,,4,,,3.5
2929,38ecf95a-308b-409a-9137-4ba81b15b729,,,,1,,,,,1,,,,,,Mestrado,,,,,,,,8,,,0.5
2930,dd9bac7c-33bc-478c-baf6-31ccd05aa19d,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2931,0905acee-ad46-4267-b7cd-940e15b4d2bd,,,,,,,,,,,,,,,Mestrado,,,,,,,,23,,,0.0
2932,d0d5c608-943e-401d-829e-aeb9b1734634,,,,2,,,,,,,,,,,Doutorado,,,,,,,,1,,9,0.0
2933,b0eb6a9e-46f2-463a-830b-b1602797ede0,,,,,,,,,,,,1,,,Doutorado,,,,,,,,13,,,0.125
2934,3659abc2-3cf8-4fb3-a71e-f859fcbaec3e,,,,1,,,,,1,,,,,,Doutorado,,,,,,,,13,,2,0.5
2935,86a65aff-05e8-4633-9bd6-dbd9f03f9c08,,,,1,,,,1,,1,,,,,Pós-Doutorado,,20,3,1,3,1,,52,,5,0.995
2936,93b156cf-1049-4bc0-83be-c29aea7fe1cf,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2937,5bb99e3c-a101-46a2-8b27-4fe8157404f7,,,,2,,,,,,1,,,,,Mestrado,,,,,,,,4,,,0.37
2938,22331f8e-0086-4cc3-a2be-0bae67ffc09f,,,,,,1,,,,,,,,,Doutorado,2,13,,3,,,,20,,,0.875
2939,155eccc6-55d1-44f8-93a9-3eef1c48fe7e,,,,2,13,1,4,,,1,,,,3,Doutorado,1,1,4,7,3,2,,1,,,17.245
2940,07e885a7-2b08-4d7b-bcf2-0660efab3f4d,,,,,,,,,,,,,,,Doutorado,,9,,,,,,4,,,0.0
2941,4529c13f-8568-482b-b46d-b3d89d4c5112,,,,,,4,,,,2,,,,,Doutorado,2,3,5,3,,,,7,,,4.24
2942,9ac47c15-49ca-400c-a138-7b6d2fe1c22d,,,,,,,,,,,,,,,Mestrado,,,,,,,,2,,,0.0
2943,874d827e-bf14-4664-aa16-2385942f7085,,,,,1,,,1,,,,,2,1,Mestrado,,,,,,,,19,,2,1.625
2944,5e019404-f623-47c5-bc85-524967b48a05,,,,4,,,,,,,,,,,Doutorado,,,,,,,,8,,,0.0
2945,a4ceabfb-241f-44f5-be71-6776d257f754,,,,7,1,,,,,,1,,,,Doutorado,,,,,,,,1,,,1.25
2946,43aaba0e-a6de-499a-9dc5-812823077dba,,,,,,,,,,,,,,,Mestrado,,,,,,,,8,,,0.0
2947,af203765-6862-453d-a123-c3b34db66798,,,,,,,,,3,,1,,,,Mestrado,,,,,,,,1,,,1.75
2948,41985dbc-91d4-41a0-a601-c3257a15287f,1,,,,,3,,1,,,1,,,,Doutorado,2,15,1,6,,1,,7,,,3.5
2949,3843f9f2-e1e0-48a8-ac62-5e4300def7d6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2950,540f9dda-265a-47cc-8fb3-63c22b66cc8e,,,,,1,,,,,,,,,1,Doutorado,,,,,,,,3,,,1.0
2951,660d73c5-7aba-4922-885d-38c7692d2161,,,,,,,,,,,,,,,Mestrado,,,,,,,,2,,,0.0
2952,113df070-50e4-40cf-b304-915cad489942,,,,1,,,,,,,,,,,Pós-Doutorado,4,6,,2,,,,2,,,0.0
2953,84ccf889-2830-44db-9f53-71f7929bfd22,,,,,,,,,,1,,,2,,Especialização,,,,,,,,7,,10,0.37
2954,a06ce6a6-a0ea-4d5f-a613-4a3eb18c6f8d,,,,,,,,,,,,,,,Mestrado,,,,,,,,4,,,0.0
2955,45e54a15-696a-41cf-aa43-acf44b03c77b,,,,,,,,,,,,,,,Pós-Doutorado,,2,4,,,,,,,,0.0
2956,3dc9b151-5f8b-4448-861c-bbbeec4b29b9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2957,5dff778b-4580-411a-9035-2c5701050ce8,,,,1,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
2958,ea82b341-802f-4772-b209-4217b2629c2b,,,,4,1,,,1,1,,1,,1,,Pós-Doutorado,2,13,1,11,7,,,4,,,2.375
2959,0e5251d4-8c41-4241-9b19-93ffc74bf417,,,,1,,,,,,,,,,,Mestrado,,,,,,,,1,,1,0.0
2960,8ce10c29-f169-4859-89db-337524fc9c6e,,,,,1,,1,,2,,,,,,Doutorado,2,,,,,,,18,,7,2.75
2961,4533ec3f-6c1f-4366-be43-9db4d4ccec9e,,,,,,,,,,,,,,,Doutorado,,,,,,,,4,,,0.0
2962,3a2a8395-b2a1-45e0-b041-ee9188c9403a,,,,2,,,,,,,,,,,Doutorado,,,,,,,,,,8,0.0
2963,c87ada5a-bf73-4755-9aeb-d77773f14525,,,,1,,,,,,,,,,,Doutorado,2,,,,,,,2,,,0.0
2964,01d8f155-e8c4-406b-9b20-a0c250f1790d,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2965,1b351997-91de-4c2a-a40a-f9097418b783,,,,,3,7,,2,2,5,,,2,1,Doutorado,3,28,,12,4,4,,18,,4,13.225
2966,d0a4f8ec-c6fd-41f6-9431-67bfb96b129b,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
2967,1ebd35e9-ca38-4496-bb5c-c2282c0397b5,,,,,,,,,,,,,,,Especialização,,,,,,,,4,,,0.0
2968,aaa64827-adc7-4bfc-9098-2a9c686ab8b6,,,,,,,,,,,,,,,Graduação,,,,,,,,5,,,0.0
2969,f85320d8-6d62-4c66-9330-74c72ce7a4a0,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
2970,0a8df7ca-8aed-4e3b-a81b-c9947e6f1c83,,,,,,,,,,,,,,,Mestrado,,,,,,,,1,,,0.0
2971,12995487-c989-459c-9ec3-19742431dd85,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2972,e3661f9c-f384-455a-97ae-cf6c84890d35,,1,,,18,4,5,5,2,1,,,1,,Doutorado,,,1,5,4,17,,,,,29.745
2973,43bf254b-cc27-4125-9cc1-d8f9d55f8258,,3,,,2,,2,,3,,1,,1,2,Doutorado,,,1,,,,,2,,,5.25
2974,8835723f-b9f5-409a-a029-e95ed1ab98e6,,,,,,,,,,,,,,,Especialização,,,,,,,,,,,0.0
2975,408f14e9-2554-4735-87d7-07b1308fc109,,,,,,1,,,,,1,,,1,Doutorado,,,,,,,,,,,1.125
2976,d7c0d3f2-f998-4527-9a59-91d0516fb0c1,,,,7,1,1,2,2,13,1,1,1,11,1,Doutorado,,14,7,3,,,,5,,6,11.87
2977,76da3a1c-9d53-4785-9930-1822f22bc537,,,,,,,,,,,,,,,Mestrado,,5,,,,,,6,,,0.0
2978,c5155b67-7f1e-448f-a676-0c829b02e41d,,,,,1,,,1,,,,,1,1,Doutorado,,,,,,,,,,,1.625
2979,b6c60ae5-3c04-4d11-996f-dc1b6558ad35,,,,7,,,,,,,2,,,1,Pós-Doutorado,2,9,2,4,,,,30,,1,0.5
2980,240d81ad-f35c-4465-9984-de46a229db0c,1,,,,,,,,,,,3,,1,Doutorado,2,13,2,1,,,,3,,1,0.375
2981,f79c7064-64ea-4c33-89b2-10faf60e1552,,,,,1,,,,,,,,,1,Pós-Doutorado,1,9,1,2,,1,,10,,,1.0
2982,ddbdaf33-7d37-430d-9a63-0d0dc45edf38,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2983,d63f689f-f9e2-4953-a218-a894b4876817,,,,1,,,,,,,,,,,Doutorado,,1,,,,,,4,,,0.0
2984,6363c7e9-551b-4965-8a9f-3c2b21852c53,,,,2,,,,,,,,,,,Doutorado,,5,,17,,,,5,,4,0.0
2985,78a2e76e-6d70-4460-8f55-c834a8262575,,,,,2,,,,,,,,3,,Doutorado,,,2,3,,,,1,,4,2.0
2986,5b44d2cc-7730-4c01-9b93-08f1c7d52f09,,,,,,,,,1,,1,,,,Doutorado,,,,,,,,14,,,0.75
2987,14794811-689a-419c-a4ea-632979e25c76,,,,3,,1,1,,,,,1,,1,Doutorado,,,,,,,,6,,,1.75
2988,f2aea4b6-8144-444f-81d8-683b134a58bf,,6,1,,2,,,,,,,,,1,Pós-Doutorado,1,6,5,9,,,,5,,,2.0
2989,039ee5af-82d9-42b0-b703-ac29be704746,,,,5,,1,,,,,,,,1,Pós-Doutorado,,,,,,,,11,,4,0.875
2990,a94d5639-07f9-481f-bdea-9414bd2b65d0,,,,1,,1,1,,2,2,,,1,1,Doutorado,,5,,,,,,9,,6,3.365
2991,2ed6fd7b-9ac7-45fc-98f5-0379d844530c,,,,,,,1,1,1,1,1,,,,Pós-Doutorado,2,4,,,,,,5,,8,2.495
2992,901a29ef-18b4-4d32-be4f-e2cadac6af37,,,,,,,,,,,,,,,Doutorado,,2,,,,,,2,,,0.0
2993,6433c5c4-fe23-4375-83d0-ce15de3366f5,,,,2,,1,4,,,,1,,2,,Pós-Doutorado,,,2,5,,,,,,,4.125
2994,32f9d910-4d53-4743-a276-925a3aea3c03,,,,4,,,2,,2,1,2,,9,,Doutorado,3,22,1,6,,,,27,,5,3.37
2995,b971a56d-993d-4106-97d4-9eb7df855757,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2996,2947c0f3-bdc6-4998-aaa8-05a55c8b9104,,,,,4,4,,1,2,,1,1,2,1,Doutorado,2,20,3,5,,1,,,,,9.5
2997,6928864b-972b-4995-9211-fa55a04bc241,,,,1,,,,1,1,,,,,3,Doutorado,,12,,11,3,7,,1,,,1.125
2998,8630ac41-1462-42cb-88c4-1b4c02429275,,,,,,,,,,,,,,,Especialização,,,,,,,,6,,,0.0
2999,e4456ae0-673d-47a3-a204-127eac772915,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3000,5795e655-2511-466e-826e-7bcac2b449eb,,,,,,,,,,,,,,,Mestrado,,,,,,,,8,,,0.0
3001,7da434ed-411b-44e2-86fa-66fa1b2ec5da,,,,,,,,,,,,,,,Pós-Doutorado,,,,,,,,,,,0.0
3002,3044ef0d-b9b4-4292-b03c-a00cfbdef86d,,,,22,10,6,10,8,3,2,,,5,3,Pós-Doutorado,3,8,6,30,4,1,,16,,2,29.99
3003,a56ff838-ed23-43c3-8727-5845000c30eb,,,,,,,,,,,,,,,Especialização,,,,,,,,6,,,0.0
3004,daf90ff9-1354-4c0b-b6a5-fedb67130e8e,,,,,,,,,,,,,,,Mestrado,,,,,,,,5,,,0.0
3005,b42a104e-7450-4a29-a68c-d2a95aa73149,,,,2,3,3,1,1,,1,,2,,2,Pós-Doutorado,2,3,,,2,2,,,,,7.62
3006,f6f7397d-c785-4d7c-861c-1ec7d1985bf7,,,,2,,,,,,,,,,,Doutorado,,,,1,,,,4,,,0.0
3007,c834126c-ea16-4a29-b0ba-ed4b04d1825d,,,,,,,,,1,1,1,,1,,Mestrado,,,,,,,,4,,,1.12
3008,1f9a7eb8-b73d-4ee5-9e94-e6cb0349c573,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3009,ec05f5be-f83f-4e3b-8976-2ca003707829,,,,1,,,,,,,1,,,,Mestrado,,,,,,,,2,,,0.25
3010,176e5b77-853a-4c72-bfad-cec14575c96e,,,,,,,,,,2,,,,1,Doutorado,,7,2,9,4,,,14,,,0.74
3011,38f9f92b-8552-44bd-adac-3936914e6396,,,,1,,1,,2,,,,,,,Doutorado,,4,,,,,,3,,1,2.125
3012,f843cc14-a668-494b-838c-cb450f53c0f6,,,,,,,,1,1,,2,,3,1,Mestrado,1,2,,,,,,7,,7,1.625
3013,156afa3d-2eea-4f53-96b7-b942d897cfa7,,,,,3,1,,,,,,,,,Doutorado,2,2,1,1,,,,,,,3.875
3014,da5ed57a-3d29-4d7b-94d9-c6858dc80ecb,,,,,,,,,1,,,,2,,Doutorado,3,9,4,3,,1,,6,,1,0.5
3015,d4b30c35-020b-4f74-b6b0-7a3f52bd096a,,,,,,,,,1,1,1,,,,Doutorado,1,,,,,,,,,,1.12
3016,0af46068-2ac1-48b3-80de-463fa8323e1f,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,3,0.0
3017,2521ebb3-b68c-4011-80d8-9fd1847e650c,,,,6,,3,,,,1,,,,,Doutorado,,,3,5,,,,6,,12,2.995
3018,26b3203b-3426-4426-9f49-f7e827d261fe,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3019,0deb39ee-40f7-4123-92b4-44588335a871,,,,,1,1,,1,,,,,,,Doutorado,,2,,,,,,,,,2.5
3020,d5dcb478-05ee-45dc-a665-81d1bfc6b973,,,,,,,1,,,,2,,,,Doutorado,,6,,,,,,6,,3,1.25
3021,bbcfa546-8548-4df4-b256-e106bc4daa73,,,,6,,,,,,,,,,,Doutorado,,,,,,,,6,,,0.0
3022,ba4ead20-3dbd-4946-9a78-c94d3f953f63,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3023,587bb018-5b49-4864-a937-a4512886a30c,,,,,,,1,,3,2,3,,2,,Doutorado,,,,,1,,,,,,3.74
3024,285508bb-0e6f-4a29-a62e-72d8aeac6cdd,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
3025,ab462d56-0a14-47ff-ae39-85098bf01219,,,,1,,,,,,1,,,6,1,Mestrado,,,,,,,,4,,6,0.37
3026,53298ec0-3c1f-4d9a-9d0e-913f12e0f3e6,,,,1,,,,,,,,,,2,Doutorado,,,,,,,,29,,,0.0
3027,e7816153-0b8b-4092-ac86-4098f8b9a301,,,,,,,,,1,,,,,,Doutorado,,31,,7,,,,7,,1,0.5
3028,93b27e7d-7298-4042-8450-e3cc9e66e0b2,,,,2,,,,,,1,1,,,,Pós-Doutorado,,1,1,2,,,,6,,,0.62
3029,1a1392f8-aade-4802-94e9-6efd3772f5da,,,,1,,,,,,,,,,,Doutorado,,,3,2,,,,,,,0.0
3030,120b648b-9043-4c40-ba44-fab6dc37a3f6,,,,,,,,,1,,,,,,Doutorado,,,,,,,,5,,,0.5
3031,0c7c6bf4-dd8f-483e-a00a-6a2f34be9823,,,,1,,,,,,,,,1,,Pós-Doutorado,,,,,,,,4,,,0.0
3032,54544cdf-372c-49fc-89cf-f8786be18626,,,,2,,,,,4,,1,,,,Doutorado,,,,,,,,,,,2.25
3033,602a8e15-c227-47ff-a19c-a8a503cb67c4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3034,1f39f865-561f-4faf-baed-99112da12444,,,,1,,,,,,,,,,,Doutorado,,1,1,1,,,,9,,,0.0
3035,daa04f3d-f5ea-4f1c-8405-998bbffb4d3d,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3036,2549f228-9f15-42b0-8be0-c7f91d6f278c,,,,,,,,,,,1,,,,Mestrado,,,,,,,,,,5,0.25
3037,9be27ea3-6891-47ae-bed6-4de84effc55d,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
3038,00898319-a54e-4ff0-b49c-63b196309703,,,,1,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
3039,dd238e29-fac7-4bd8-8c05-0a31846e4c32,,,,,,,,,,,,,,,Especialização,,,,,,,,7,,,0.0
3040,c2df7c0c-c3ed-44b0-b48f-d73561dfbd15,,1,,,5,,,,1,,,,1,,Pós-Doutorado,1,21,1,15,,,,4,,,5.5
3041,e525fba8-5367-4618-90f5-1ff624ea4779,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3042,4ea98bea-4c50-4315-9eeb-438795f4105c,,,,,,,,,,,,,,,Doutorado,,,,,,,,5,,,0.0
3043,38d66828-c55f-4857-81f5-dc5929dfbe87,,,,,,,,,,,,,,,Doutorado,,,,,,,,3,,,0.0
3044,8ef170df-7c18-4c45-bdcd-fd21af3223c2,,,,,1,,1,1,,,2,1,1,,Doutorado,1,8,2,11,,,,1,,,3.0
3045,918735a3-e4ab-41cb-8115-6c7b13584f89,,,,4,,,,,,1,,,,1,Doutorado,,,6,31,,,,28,,,0.37
3046,4dd35dd0-823a-46b8-b416-1e90a359dd64,,,,3,,,,,1,,,1,,,Pós-Doutorado,7,7,,3,,,,11,,,0.625
3047,880c3d6c-9da2-4022-baa1-42cbb3ee6a16,,,,,,2,,,,,,,,,Doutorado,,,,,,,,3,,6,1.75
3048,2ddb91bc-3f74-43fc-8799-85796e981070,,,,,,,,,,2,,,,,Mestrado,,5,,,,,,2,,,0.74
3049,fa2afc62-ed5e-4b23-8dae-1f993e08e6fb,,,,,1,,,1,,,,,2,,Doutorado,2,6,2,7,,,,9,,,1.625
3050,303ad409-e6db-45f9-bc53-d0d78189b380,,,,,,,,,,,,,,1,Mestrado,,,,,,,,5,,,0.0
3051,bb54d2aa-56c9-4d24-b1fa-ce82ea36b77d,,,,3,4,,1,2,1,1,,,,,Doutorado,,2,1,4,1,,,5,,19,6.87
3052,a5feb70d-9a31-4403-9376-4c8da134b2ee,,,,,,,,,,,,,1,,Mestrado,,,,,,,,37,,10,0.0
3053,d9439204-3d32-4cc4-b7ef-dc26a9cdc4fa,,,,,,,,,,,1,,1,6,Doutorado,,7,,,1,,,14,,7,0.25
3054,82127dd2-fa4a-4a04-99a9-91c58f2fb253,,,,,1,2,,2,,,,1,1,,Pós-Doutorado,2,20,,3,2,2,,8,,,4.125
3055,55620529-68c7-4c54-a9ea-2931d94e370e,,,,,,,,,,,,,,,Mestrado,,,,,,,,18,,,0.0
3056,8a5b02f3-e85c-4e0b-b41d-f64fe7e30a31,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
