,id,patent,software,brand,book,article_A1,article_A2,article_A3,article_A4,article_B1,article_B2,article_B3,article_B4,article_C,article_SQ,graduation,guidance_ic_a,guidance_ic_c,guidance_m_a,guidance_m_c,guidance_d_a,guidance_d_c,guidance_g_a,guidance_g_c,guidance_e_a,guidance_e_c,ind_prod
194,963059ae-b407-4a9c-a5a5-4a4d6cfe2afc,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
195,069c5e00-820d-4f57-a3b1-06717630786d,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
196,a5dab9b3-f92b-4739-a0f4-7a8247cf3166,,,,2,,,,,1,1,,1,1,,Doutorado,,,,,,,,5,,15,0.995
197,381b57cd-f7d4-4737-8cf9-6db73b829e42,,,,,,,,,,,1,1,,,Pós-Doutorado,,6,,,,,,5,,,0.375
198,59901291-a24b-43f4-b286-e0187bf1de2e,,,,,,,,,,,,,,,Doutorado,,9,1,,,,,16,,,0.0
199,662dca5e-5d84-4406-b8ad-555443cc0234,1,,,,17,3,,4,2,,1,,4,1,Pós-Doutorado,4,33,5,16,4,8,,15,,,23.375
200,3ebdd83a-81f4-4491-8e34-885cffad4d43,,,,1,,,,,,,,,,,Doutorado,,,3,1,,,,,,1,0.0
201,5de8589d-16d1-48d1-acb4-8810714dd660,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202,5b907430-fe17-4ff6-b4e4-0f531c76d232,,,,1,,,1,,1,,3,,1,,Doutorado,2,11,2,1,,,,7,,,2.0
203,50dabdc6-626e-46be-83c6-385c2baa20d5,,,,,,,,,,,,,,,Doutorado,,,,,,,,1,,2,0.0
204,f268a62a-90f7-4bc3-92f9-53a63e1146b4,,,,2,,,,1,,,,,4,,Doutorado,3,13,,,,,,10,,,0.625
205,c32e1130-87ee-44bf-9711-6a44ef12dbac,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
206,2c48ca07-ccb8-4f92-9f4b-c87f5ba8145d,1,,,,,,,2,1,5,2,3,12,,Doutorado,5,20,1,,,,,36,,6,4.475
207,d9a97daa-b2c6-4469-ab3c-3a0623efa2a5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
208,b57a5512-e19f-41fe-a5c4-91074de2304c,,,,,,,,,,,,,,,Doutorado,,,1,,,,,103,,,0.0
209,d310b109-f158-4dea-adda-008fe5172eb4,,,,3,,,,,1,,1,,1,1,Doutorado,,,,,,,,,,,0.75
210,b93777a8-25bf-4f17-bd78-ed73872787dd,,,,,,,,,,,,,,,Doutorado,,,,,,,,18,,,0.0
211,5b691844-fa44-45a0-a319-82eaacf7c80e,,,,,,,,,,,,,,,Doutorado,1,,,,,,,12,,1,0.0
212,9a032e4d-6392-43ec-b58c-38aaf641c017,,,,,,,,,,,2,,,,Doutorado,,3,,,,,,,,,0.5
213,0fb0c0ae-8859-4acf-a89f-d6f2bd952caa,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,6,0.0
214,76c414ee-e470-4e26-b79d-2a27c9ebfc9c,,,,1,,,,1,,,,,,,Doutorado,2,7,,,,,,9,,,0.625
215,44272b37-100c-4287-af7b-1cc3d35a23a3,,,,,,,,,,,,,,,Especialização,,,,,,,,,,,0.0
216,56b97629-1295-40c7-add0-8ff15b698149,,,,4,,1,1,,2,,1,,3,2,Doutorado,1,3,3,5,,,,11,,,2.875
217,b734df21-1bdc-404f-9f9e-46abe0ca1e8e,,,,,,,,1,1,,,1,,,Doutorado,,2,,,,,,1,,,1.25
218,903a7ec2-9faa-4a9e-aae5-d04648a42a36,,,,,,,,,,,,,,,Mestrado,,,,,,,,2,,,0.0
219,6747b41a-c1ca-4187-8fe6-11cdf6e24ca5,,,,,,,,,,,,,,,Especialização,,,,,,,,,,,0.0
220,1bb932b8-85b6-49d9-aef6-ac75dabd54c3,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
221,59f41f94-9367-4bb1-ae7b-8e6b2962783e,,,,,,,,,3,,1,,3,1,Doutorado,,2,,,,,,5,,,1.75
222,26094520-2d53-414d-b464-11c75a70f5c7,,,,,,,1,,1,,,,,,Mestrado,,,,,,,,29,,,1.25
223,05d2d6ea-aea6-454d-87ac-694cef30fda3,,1,,,1,1,,1,1,2,,,1,,Doutorado,,2,1,,,,,23,,3,3.74
224,fd9b6a8d-71d1-46a2-9efa-1930abdaf0d5,,,,2,,,,,,,,,,,Pós-Doutorado,,,,1,,,,,,,0.0
225,b11d90f1-e57d-4393-a63b-a63e5963bfa4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
226,a2af633d-1bb3-4a66-a1b5-7a45627d6784,,,,,,,,,,,,,,,Mestrado,,,,,,,,1,,1,0.0
227,b74844b0-1d00-441a-a875-d59f2f8005cc,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
228,42a164c2-3eec-4dba-b59f-4befbc587965,,,,,6,3,1,1,1,1,,,,,Pós-Doutorado,1,10,4,18,3,8,,2,,,10.87
229,7ef8eb82-9181-4ced-83a6-70c35453fcc9,,,,1,,,,,,,,,,,Doutorado,,,,4,,,,1,,,0.0
230,cdbdb35c-debd-4321-90e8-e1668c95bc56,,,,,,,,,,,,,,,Doutorado,,,,,,,,5,,,0.0
231,ab5acb44-f3b8-4e60-aaa2-e9d3d048a0a7,,,,1,,,,,,,,,,,Mestrado,,,,,,,,5,,,0.0
232,9bbe35ba-412a-475c-b8f7-02ab1d4762a6,,,,,,,,,,,,,,,Mestrado,,1,,,,,,1,,,0.0
233,9e4c8292-7998-4834-ae5f-45d70a9c94c2,,,,2,,,1,4,1,,,,,,Doutorado,2,3,,,,,,26,,,3.75
234,2c1ec4ce-7447-4516-89e1-c41dd36f18c4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
235,12e1356c-7ec9-43bb-8d1e-06a9e8c69f96,,,,,,,,,,,,,,1,Doutorado,,4,,,,,,9,,2,0.0
236,aed34be0-8896-45e5-87e4-f24cfe6aaacc,,,,8,,,,,,,,,,,Mestrado,,3,,,,,,37,,,0.0
237,6eb2df28-8538-49f2-80ff-c331ca1434e6,,,,,,,,,,,,,,,Pós-Doutorado,3,1,,,,,,,,,0.0
238,9daef727-ad09-4999-9827-40b5b3df184d,,,,,,,1,,,2,,,,,Doutorado,2,18,2,13,2,,,12,,2,1.49
239,947e6952-8f78-448c-9375-fef15e1be9d0,,,,3,1,1,,8,1,4,,4,,1,Doutorado,2,9,,6,,2,,1,,4,9.355
240,c1e546c3-f137-4693-aed9-86c190cccbe8,,,,,,,,,,,,,,,Mestrado,,,,,,,,7,,,0.0
241,39b33a2a-0ec5-4109-8b4b-773a06cf1102,,,,1,,,2,2,2,1,,,,,Doutorado,3,19,,,,,,6,,4,4.12
242,cd47f2a6-dae3-475c-af51-d6dcd5ccc9a7,,,,,,,,,,,,,,,Doutorado,,,,,,,,1,,,0.0
243,949080d1-5915-4254-9c1e-5fe0398375df,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
244,8ff7e73c-2a63-4e72-8699-cff2440c28cf,,,,,,,,,,,,,,,Doutorado,2,2,,,,,,1,,,0.0
245,05a5eed8-7195-41f7-9c63-c48a340958ab,,,,20,1,2,,,5,1,,,,2,Doutorado,,,3,25,3,1,,,,,5.62
246,ddab95ec-93a8-485d-bf43-2844aff9ae1e,,,,1,,,,,,1,2,,2,1,Mestrado,,4,,,,,,5,,1,0.87
247,ccb744be-35c6-41e3-8658-d6b27563cc81,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
248,88565b11-86cd-4f01-ab8e-7190ee6c540d,,,,,,1,,1,2,,,,1,,Pós-Doutorado,,2,,,,,,,,,2.5
249,77b22799-5f44-4f75-b97e-b07c31b3fff0,,,,,1,,,,1,,,,,1,Doutorado,,1,,,,,,6,,1,1.5
250,5913f0b7-ad2a-4ba5-8bea-4728d8c7a52a,,,,,,,3,,1,,,,4,,Doutorado,1,2,1,4,,,,,,,2.75
251,cf7f9aac-572c-4fdd-b6ac-6bb9bb6e3fa5,,,,,,,,,2,,,,,2,Doutorado,,2,2,1,,,,6,,,1.0
252,b29ca898-7bcb-4c55-8190-67be84b38004,,,,,,,,,,,,,,,Doutorado,,1,,,,,,2,,1,0.0
253,5b1c7543-71a4-4872-82aa-d61bb6b22697,,,,,,,,,,,,,,1,Doutorado,2,1,,,,,,21,,3,0.0
254,4ef4eeeb-3464-4943-b6e4-cafc425f314e,,,,1,,,,,,,,,,,Doutorado,1,,,,,,,4,,1,0.0
255,27480f57-b67f-4024-9189-d3a20e88830e,,,,1,,,,,,,,,,1,Pós-Doutorado,2,3,,,,,,6,,,0.0
256,d020dd39-2dff-4107-a4a1-0261ecedc8dc,,,,6,1,2,4,1,7,1,,,2,,Doutorado,,8,1,2,8,4,,2,,,10.245
257,cbc3ea2b-3554-4553-b091-6bd9a68d4401,,,,,,,,,,,,,,,Doutorado,,,,,,,,1,,,0.0
258,9e264953-47d9-434e-95b5-f05fbed7b683,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
259,65a77c18-f612-4041-8d09-f8a4523b1cd3,,,,,2,1,,,,,,,,,Pós-Doutorado,,3,,1,,,,1,,,2.875
260,a836b5b1-718d-4217-a232-610c40915dc4,,,,2,,,,,,,,,,2,Mestrado,,,,,,,,,,,0.0
261,5e0d357a-19d4-439d-b62b-2bab9830ae00,,,,,,,,,1,,,,,1,Doutorado,1,2,,,,,,12,,1,0.5
262,77cc38d1-6fdd-4041-836f-87c29dee3775,,,,3,,,,,3,6,,,,,Doutorado,,,,,,,,2,,,3.7199999999999998
263,bcd6ce7e-b5e3-431f-82f4-f2e98e4cb546,,,,13,,,,,,,,,1,,Pós-Doutorado,,6,,,,,,7,,12,0.0
264,a4ea0b19-2e2c-452a-8adf-c63fb08c5a0e,,,,1,,,,,,,,2,,,Mestrado,,,,,,,,3,,,0.25
265,49e0823c-f3c4-45cb-ba1b-33535c032acc,,,,2,,,,,,1,1,,1,,Mestrado,,2,,,,,,13,,2,0.62
266,5f18e07a-cb2e-40f4-b5c6-ed7e12168812,,,,,,,,,,,,,,,Graduação,,,,,,,,2,,,0.0
267,56f3b73d-05f8-4f81-8b56-153a0d82702a,,,,,,,,,,,,,,,Mestrado,,,,,,,,3,,2,0.0
268,4e6641d5-dc9f-403f-be22-1ffed364d882,,,,2,,,,,,,,,,,Doutorado,,,,,,,,7,,,0.0
269,7981984c-b536-4e06-a7c6-32f3b1d568d4,,,,2,,,1,3,,1,3,1,3,,Mestrado,,,,,,,,11,,10,3.87
270,6cabc21b-0cc3-4d5b-b0ff-0441b327c334,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
271,3977af8c-d224-4beb-924d-36740b4c899b,,,,6,1,,,2,,,,,,,Mestrado,,,,,,,,15,,1,2.25
272,9deb9563-f2bb-4d53-9815-d9f4f3b4cd8d,,,,,,,,,,,,,,,Especialização,,,,,,,,,,,0.0
273,f7da4a2d-6a6c-434b-ada5-1a195ecdc7ce,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
274,195aace5-bcaa-4f25-85af-fa35237f7ab8,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,1,0.0
275,16457533-79cf-4ef1-a7e2-0443bb2020c9,,,,,,,,,,,,,2,,Pós-Doutorado,,2,1,2,,,,,,,0.0
276,649707d6-d29a-4ca6-b609-30621d530fce,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
277,c72f0bf3-14fe-4553-8722-c367791e9238,,,,,,,,,,,,,,,Doutorado,,,,,,,,13,,,0.0
278,5d224e5a-3b11-4b07-a1e8-aaaf23104bc4,1,,,,,,,,,,,,,,Pós-Doutorado,,3,,,,,,5,,1,0.0
279,ca2b22fe-6e14-4e99-9673-c6358899e41e,,4,,2,,2,1,1,,4,,,5,5,Doutorado,,22,3,10,4,,,,,,4.605
280,55e602e2-c3b9-47b9-9f8f-54f95ed4547e,,,,,,,,,,,,,,1,Mestrado,,,,,,,,17,,1,0.0
281,6f5a9efe-e027-4212-b34d-1a239c5070cf,,,,6,,,1,4,5,,,,,,Pós-Doutorado,,7,3,12,1,,,5,,,5.75
282,6a810afe-11c2-4247-a233-75b7088c3633,,,,2,,,,,,,,,,,Doutorado,,,,,,,,2,,,0.0
283,32976505-43ac-48ad-9501-32704b3ef597,,,,,,,,,,,,,,,Doutorado,,,,,,,,9,,,0.0
284,febb8693-3012-42a7-a210-05de87296b15,,,,,,,,,3,,,,,,Doutorado,2,10,,4,,,,5,,,1.5
285,81b4c24f-6ff3-4599-abaa-603f141665c5,,,,,,,,,,,,,,,Doutorado,,,,,,,,7,,,0.0
286,7a53a49b-f0e5-4c35-867f-52ae311f7de6,,,,,,,,,,,,,,,Doutorado,,4,,,,,,26,,,0.0
287,87c38064-a573-4a7c-93d6-fd87654bd853,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
288,c78325f5-c745-4f6d-bfac-2e1b1a1e33a4,,,,1,1,1,1,,,,,,1,,Doutorado,1,15,3,8,,,,5,,,2.625
289,b7095a6a-2dbe-4188-bb98-34bf5eb6994c,,,,6,,2,1,,1,,,,,1,Pós-Doutorado,5,29,,2,,,,23,,,3.0
290,206b64bd-f0f9-4b1d-94f3-3fa407209fe0,,,,5,,1,,2,,,,,2,,Pós-Doutorado,,10,2,6,2,,,6,,2,2.125
291,8b37a8ae-db1c-47a9-b0fd-f3d978ea561c,,,,3,,1,1,,1,,2,,,,Doutorado,,3,5,7,,,,21,,,2.625
292,66dc2951-b40a-4cc5-9283-5a54e51495a8,,,,1,,,,,,,,,,,Mestrado,,,,,,,,4,,6,0.0
293,b5edc064-f0f0-431f-9888-10156316f4cb,,,,,4,1,3,,,,,,,1,Pós-Doutorado,1,10,1,3,3,4,,1,,,7.125
294,8b8e669f-0d62-409c-9239-a39d87d7482f,,,,,,,,,,,,3,,1,Doutorado,,,,,,,,,,,0.375
295,d896a8f2-41f7-49a5-b078-24de994c540a,,,,1,,,,,1,,,,,,Especialização,,,,,,,,2,,2,0.5
296,d62dfa7c-c2af-4a9c-9c39-b8bc9aa7c2af,,,,,,1,,,1,,1,,,,Mestrado,,1,,,,,,,,,1.625
297,04d8a2a6-f72f-433a-a108-43cf2fb5e68f,,,,,,,,,,2,,,1,,Doutorado,,,,,,,,2,,3,0.74
298,72b24c90-9a01-4d31-bf2a-745b819497c0,,,,1,,,,,1,1,,,,1,Mestrado,,,,,,,,6,,,0.87
299,4f267875-ef9d-4d2e-94b8-83eeb26d9e0d,,,,,,,,,,,,,,,Graduação,,,,,,,,,,,0.0
300,da8dbb04-64da-4098-9ed2-095684ffc330,,,,2,,,,1,1,1,,,3,3,Mestrado,,,,,,,,17,,,1.495
301,527fa54c-7260-4ead-ae08-a43c2a951ea4,,,,1,,,,,,,,,,,Doutorado,,,,,,,,6,,,0.0
302,781afa64-a5c7-4c69-9fd7-73ed229dcb36,,,,3,5,1,4,1,1,2,,1,1,1,Pós-Doutorado,,14,1,12,3,6,,2,,,10.865
303,436b20b2-089a-4cbd-86cd-2336c8de0ed4,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
304,942a2f4a-f563-4fea-b409-c6be8a488364,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
305,4db76ad4-5299-48d1-98eb-cc238b4c899e,,,,2,,,,,,,,,,,Doutorado,,,,,,,,6,,,0.0
306,f9cfee58-1712-44c9-b63d-bef4fe52e4be,,,,,,,,,,,,,,,Doutorado,,,,,,,,4,,,0.0
307,d2d3f466-de61-4ae4-a4ff-2c736ffe1065,,,,,,,1,,2,1,,,,,Doutorado,2,2,,,,,,3,,,2.12
308,0c856c45-b24e-45f8-831c-64ac61e1fd4a,,,,,,,,,,,,,,,Mestrado,,5,,,,,,9,,1,0.0
309,bf9a45ce-4dbb-4a63-9d0e-bb51213b7861,,,,1,,,1,3,,1,,1,,,Doutorado,4,28,5,3,2,,,,,,3.12
310,424a2b0a-c35d-4733-9b37-d6b6f24347f2,,,,1,,,2,,5,2,4,3,4,1,Doutorado,2,9,2,3,,,,8,,1,6.115
311,b423689d-6300-4cfd-b53c-a86a0b7d8b8e,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
312,3be89fbc-3b25-4684-93e1-036b7f5a84e7,,,,,,,,,,,,,,,Pós-Doutorado,,,,,,,,,,,0.0
313,6101ba6b-15a8-4e59-8e6d-dafbf8bb56ff,,,,,,,1,,,,,,1,,Doutorado,,13,1,6,,,,9,,,0.75
314,f95bcaea-efa9-4a27-b907-0c567d4e4231,,,,1,,,,1,4,,,1,1,,Doutorado,,15,4,1,,,,3,,,2.75
315,61ea6dd3-aeee-4741-9c35-355bb626fd6a,,,,,,,,,,,,,,,Doutorado,,6,,,,,,2,,,0.0
316,c6e1dc80-0181-4229-951b-43793eca8b1c,,,,,,1,,,,,,1,,1,Doutorado,,,,,,,,29,,,1.0
317,17979428-3612-43d7-bdb5-5fbcf431d555,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
318,1d919a0a-2438-4d2d-8a54-fdf1e555b58f,,,,,,,,,,,,,,,Graduação,,,,,,,,,,,0.0
319,a9275c03-a433-4e91-b838-64626f874459,,,,,,,,,,,,,,,Mestrado,,,,,,,,4,,2,0.0
320,edfd4c97-eb2b-49d0-b7e6-abc3d0358cb0,,,,1,5,,2,1,,,,,,1,Doutorado,,,,,,,,14,,,7.125
321,0149d2e0-1bd1-4a3b-bff4-09fff093dc6e,,,,1,,,,2,5,,,,,,Doutorado,,,,,,,,4,,,3.75
322,72a69907-27d4-42e2-a98b-c11247154d83,,,,2,,,,,,,,,,,Doutorado,,,,,,,,5,,4,0.0
323,e99ff22f-4e3f-4cb6-a74b-8c867f7d9dd2,,,,,,,,,,,,,,,Mestrado,,,,,,,,2,,1,0.0
324,b7696ba9-44a5-4f56-bae9-26873772b95c,,,,,,2,,,,,,,1,1,Pós-Doutorado,,1,4,15,3,20,,1,,,1.75
325,884757a4-6829-4366-af2e-f54c20537671,,,,,,,,,,,,,,,Doutorado,,,,,,,,3,,,0.0
326,74b3cda9-e261-4e10-b425-04ef209f7589,,,,1,,,,,1,,,,,,Doutorado,,,,,,,,3,,,0.5
327,db53e860-6a2a-49a7-bea1-e8f5be6772c9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
328,f1e0b552-a04c-4e64-b9f9-db8d1bfab13f,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
329,f95df238-931d-4d39-a46f-8883978d3f5f,,,,1,,,,1,,,1,1,2,1,Doutorado,,,,,,,,8,,,1.0
330,1b465802-9791-469f-b1ce-77a3f72377b0,,,,,,,,,1,,,,,,Pós-Doutorado,5,20,3,5,,,,5,,1,0.5
331,56dfbdc6-0601-45ee-90a1-8214410e47b2,,,,,,,,,,,,,,,Doutorado,2,,,,,,,6,,1,0.0
332,dc4b3deb-e43c-44d8-acc5-4c4116ac138e,,,,1,,,,,,1,,,1,,Pós-Doutorado,,,,,,,,12,,18,0.37
333,2194920f-6e21-47e5-b61d-c1f1d11ead9d,,,,4,,2,2,6,2,1,1,,3,,Pós-Doutorado,,3,4,21,1,,,,,,8.62
334,f14d4cb2-688a-435b-8ec2-d584cc0691fe,,,,,,1,,1,,,,1,,,Pós-Doutorado,,,1,2,,,,,,,1.625
335,a4baed14-333e-43df-872d-aa27f00fa9ff,,,,3,,,,,,,1,,,,Doutorado,1,3,,,,,,5,,,0.25
336,5bbd02a7-597f-48df-ae69-1c993e558bba,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
337,ab648c45-e919-48a0-a190-92e20b3d571b,,,,2,,,,1,5,1,,,,1,Doutorado,,,1,,1,,,7,,,3.495
338,38916749-0ae7-4f96-9050-7288f5ad5933,,,,,,,,,,,,,1,,Doutorado,,,,,,,,3,,,0.0
339,2987df47-ef50-4818-9192-d313b2b77975,,,,,,,,,,,,,,,Mestrado,,,,,,,,18,,,0.0
340,df6764fb-ae4e-462e-a5b1-6bb8785b7589,,,,2,1,,,4,2,1,1,,1,1,Doutorado,1,8,,,,,,3,,,5.12
341,b1d6af29-490a-4a8f-91b2-c3a926e98352,,,,,,,,,,,,,,,Doutorado,,,,,,,,4,,,0.0
342,a37f7b24-dee7-47dc-8c3c-287032cb3f6d,,,,,1,,2,,,,1,1,,1,Doutorado,,9,1,5,,,,4,,,2.875
343,7d2a228b-cfec-4a0e-863b-e89bc5f99946,,,,1,,1,,,,,,,3,2,Doutorado,,2,1,6,,,,1,,1,0.875
344,8a3bad59-e2a4-4df2-a328-05efccfed1b3,,,,1,,,,,,,,,,,Doutorado,,,,,2,,,1,,,0.0
345,685a3f75-3885-4416-a0c6-06b4937c5f4b,,,,3,1,1,,1,,,,1,,1,Doutorado,,,,,,,,11,,,2.625
346,8b83f449-61ef-4b9d-8190-1daa16d62c31,,,,,,,,,,,,,,,Mestrado,,,,,,,,2,,,0.0
347,00d5a9a3-6d51-4cd7-a2ad-daabb26adf28,,,,,,,,,,,,,,,Mestrado,,,,,,,,8,,,0.0
348,bd5ae126-b2a5-44c7-9c85-318f9914ef98,,,,1,,2,,1,3,,,,,,Doutorado,,,2,14,,,,6,,,3.875
349,4aed6930-cd6f-4942-8076-32e7d01b6fe2,,,,1,,,1,2,,,,,,,Doutorado,,17,,,,,,9,,7,2.0
350,2b2cc3fb-6f7f-48a8-9a0f-8ebb4bd08b0a,,,,,,,,,,,1,,,,Pós-Doutorado,,,,,,,,2,,,0.25
351,fecb59f9-6653-4ab8-99c5-4a71cf490713,,,,,,,,,,,,,,,Mestrado,,,,,,,,1,,,0.0
352,1ec8f370-7e5e-47c0-8aeb-1c3f7ffd5128,,1,,1,,,,2,,1,3,,,,Mestrado,,,,,,,,10,,3,2.37
353,96321ff5-6bf1-4afe-956c-1bc5af66c832,,,,1,1,1,,3,1,5,,,,3,Doutorado,,6,,,,,,21,,1,6.1
354,e60db4f2-8d80-42c5-8921-b072b4de7466,,,,,,,,,,1,,,,,Doutorado,1,,,,,,,3,,,0.37
355,981044df-04ec-44e8-83a5-3ae002ae74bf,,,,,,,,,2,,,,,,Doutorado,,,,,,,,1,,,1.0
356,d9826aeb-0368-46f1-a4f8-ef87a4ca512e,,,,1,,,,,,,,,,,Doutorado,,,,,,,,9,,,0.0
357,a6251531-d69f-4b54-8a50-70b9cb0ada12,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
358,db1c7761-fdf3-456d-9d18-e7b42193a38f,,,,,,1,1,,4,,,,,1,Doutorado,2,3,,,,,,,,1,3.625
359,0cfbcded-1d9e-49d5-99ee-283c55b9ddbc,,,,1,,,,,,,,,,,Mestrado,,,,,,,,7,,,0.0
360,231b81d3-276d-4bd7-af82-9b467abb52c1,,,,,,,,,,1,,,,,Doutorado,,3,,,,,,4,,,0.37
361,5cc26232-274b-467c-95e4-8472fa288489,,,,4,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
362,f28df8fa-d2f9-425a-8c6e-548c12717198,,,,1,,,,,,,,,,,Doutorado,,2,,,,,,,,1,0.0
363,624332f4-7668-4bb1-b7eb-8374910c0e7f,,,,1,,,,1,,,,,,,Pós-Doutorado,2,16,1,2,,,,,,,0.625
364,4bfd3409-f035-4f6e-8b58-99432e794d6a,,,,1,,,,,,,,,,,Mestrado,,,,,,,,2,,,0.0
365,210863d8-e2c9-41fe-8619-d7d2bfd2674b,,,,,,,,,,,,,,,Especialização,,,,,,,,2,,,0.0
366,cbac3c6a-7f60-4f7a-81e8-549b03fc4dcf,,,,,,,1,1,1,2,,1,2,2,Doutorado,,1,,,,,,9,,8,2.74
367,d7e94f3f-589b-420a-bbaa-d8c699bd9949,,,,3,,,,,1,,,,3,,Doutorado,,,,,,,,23,,25,0.5
368,a2922b87-0076-4ea8-925c-bd4df4f970e4,,,,,,,,,,,,,,,Mestrado,,,,,,,,4,,,0.0
369,cd15c26f-1c22-4d6b-bb91-890354a0abbd,,,,,,2,1,,1,,,,,2,Pós-Doutorado,,17,,,,,,25,,,3.0
370,2896d951-63cd-4b2a-9243-f628c9f97777,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
371,9e53c925-e4bb-42ce-969d-8c5a9dcf6839,2,,,,,,2,,1,,,,,2,Doutorado,3,33,,,,,,9,,,2.0
372,631906b0-3ee1-4dba-a1b6-b79fd9f337a6,,,,,,,,,,,,,,,Doutorado,,4,2,1,,,,10,,1,0.0
373,69399c0b-bb46-4182-91d1-ac69f0053fc3,,,,,,,,,,1,,,,,Mestrado,2,,,,,,,,,,0.37
374,caf9319d-2723-4a24-803d-02ace057916b,,,,,,,,,,,,,,,Mestrado,,,,,,,,3,,,0.0
375,41083207-ed80-4fc2-b604-22010ff3d3fb,,,,,,,,,,,,,,,Doutorado,1,6,,,,,,,,,0.0
376,3842847a-1970-40f6-8d8d-ae332ff615df,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
377,de2bd11e-825d-4206-9d3f-06808afc1255,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
378,509e1559-92dc-4068-a3ce-e7846d1f7a91,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
379,aae57dc8-dbba-4d9f-b776-6d23d7e29177,,,,,,1,1,,,1,,,,2,Doutorado,,,,,,,,14,,1,1.995
380,607c42bb-fac8-4818-847a-5a98785da840,,,,1,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
381,b7c8aecb-5178-4cd9-be59-3f608e0678a3,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
382,0e330332-fcfb-447c-b4b1-6b72d4af971b,,,,1,,,,,,,,,,,Mestrado,,,,,,,,,,1,0.0
383,ecf2c7af-0f46-4172-ac34-8d74ba16d259,,,,,,,,,,,,,,,Pós-Doutorado,2,9,,,,,,,,,0.0
384,c2ce701f-aa1b-4e17-9aea-2100b046670f,,,,5,,3,2,1,,,,1,,,Pós-Doutorado,5,11,4,21,1,2,,17,,4,4.875
385,e81d30dc-71b8-4b9f-b78b-0788d236cec3,,,,,,,,,,,,,,,Mestrado,,,,,,,,1,,,0.0
386,ea42d665-93f8-4ab4-96fd-7004a6745d2b,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,0.0
387,f162c293-90ac-44c2-980d-f0f4802ea87a,,,,,,,,,,1,,,,1,Mestrado,,,,,,,,11,,,0.37
388,d145b1d3-1b87-4354-8215-b49a15819ae0,,,,1,,,,,,,,,,,Doutorado,2,10,,,,,,,,,0.0
389,220f7438-2e9f-486f-ac48-442d40bbf9f5,,,,3,1,,,,1,,,,,,Doutorado,3,22,2,12,,,,18,,,1.5
390,39c6f54c-bdbd-49df-83a4-9163fb8619ea,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,3,0.0
391,2ff5f845-99d6-4aa6-ab76-c2718718bcf2,,,,,2,1,,,1,,,,2,1,Doutorado,,1,,,,,,3,,,3.375
392,539654ba-1fb6-441b-abd8-a9824ba974d6,,,,,,,1,,,,,,,,Mestrado,1,,,,,,,2,,,0.75
393,25adabad-1490-4146-b574-2bdcbb31cf42,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
394,ff29a79f-1ee1-4488-95e6-ff097e82d6f6,,,,7,,,,,,,2,,6,,Doutorado,3,40,6,2,1,,,16,,,0.5
395,32836fa1-f293-4e60-ac01-f2039007dc9a,,,,2,,,,,,1,,,,,Doutorado,,,,,,,,5,,,0.37
396,64e8f910-9d2d-4986-adeb-f3ad3d376b3d,,,,,,,,,,,,,,,Doutorado,,,,,,,,,,,0.0
397,c28ba9d3-14d8-4eff-9aac-ec45bfb5281e,,,,,,,,,,,,,,,Mestrado,,,,,,,,2,,,0.0
398,fc2e5a88-5db3-4ea1-9616-c8be057f118d,,,,3,,,,,,,,,,,Mestrado,,,,,,,,7,,,0.0
