,title,year,type,researcher_id,city_id,institution_id
81,"Relatório De Pesquisa Corrupção, Efeitos De Memória, Efeitos De Justiça E Governabilidade Entre O Político E O Jurídico No Brasil: Estudo De Caso",2017,RELATÓRIO TÉCNICO,1f2e1de2-f54d-485e-9a24-118d90a1f87b,3938135b-0e5f-4351-aa66-f901e3c1e26b,08aa6e17-f9ae-4979-a399-5b32a506a15e
82,Relatório Iniciação Científica 2022 - Khss,2022,RELATÓRIO TÉCNICO,e7514f07-0901-4971-bcd4-23f4b84e0105,3938135b-0e5f-4351-aa66-f901e3c1e26b,498cadc8-b8f6-4008-902e-76281101237d
83,Formulário De Avaliação Curso De Agronomia,2008,SOFTWARE,9546b3ac-564c-455e-a9dd-897aea0e3034,f94a3929-5508-4268-85d3-75b71e955dc0,2a643ff4-5a18-4d87-8c3d-6c3f7091e001
84,Meio Para Cultura De Tecidos Vegetais,2020,PATENTE,278f2c6a-9230-493a-82fe-46568f50aa60,39ea44a7-7172-4d44-8e51-d9f20e82f010,68125729-c357-4830-ba4d-ec3ca757c323
85,Relatório Do Observatório Nacional De Educação Especial Em Parceria Da Universidade Federal De São Carlos/sp,2013,RELATÓRIO TÉCNICO,cb9bd048-bcba-4b77-9b72-7de86ab4d3ec,c6a55f33-447c-48cc-8aa6-3c20e4225351,2a643ff4-5a18-4d87-8c3d-6c3f7091e001
86,Relatório De Projeto De Extensão 2018 - I Jornada De Texto: Estudos Em Texto E Letramento Acadêmico,2018,RELATÓRIO TÉCNICO,31b614d2-311c-4fc1-b371-1c517ab987ef,6b1d8d2f-99c5-4136-bb25-c9da69699043,08aa6e17-f9ae-4979-a399-5b32a506a15e
87,"Cinema, Complexidade E Educação: A Linguagem Cinematográfica Como Via De Construção Da Subjetividade Através Da Articulação Entre O Emocional E O Racional",2008,RELATÓRIO TÉCNICO,c4f10499-de6d-4858-844f-b170cfff73d0,439bf2cc-45b7-4b14-97dd-ea551b0bfe6e,08aa6e17-f9ae-4979-a399-5b32a506a15e
88,Relatório Do Projeto De Pesquisa Meio Ambiente E Arquitetura Do Ecomuseu Da Picada,2003,RELATÓRIO TÉCNICO,1c77b785-2501-4fb1-94a4-f3a4d0d081dc,1e653ba9-56a9-4a76-92ce-5d2b9b4ae677,498cadc8-b8f6-4008-902e-76281109187d
89,Relatório De Pós-Doutorado,2017,RELATÓRIO TÉCNICO,6576d172-4362-40a3-a16d-d0b0d70d282e,c6a55f33-447c-48cc-8aa6-3c20e4225351,7d367bc2-5c74-4648-a637-7f5c3f4fac81
90,Atividades Experimentais No Ensino Da Química: Distanciamentos E Aproximações Da Avaliação De Quarta Geração,2015,RELATÓRIO TÉCNICO,7999be44-c8cb-4bf1-9f64-d5ad0f00594b,e1c8b6df-8bfc-4479-a737-0d656e5bbcef,498cadc8-b8f6-4008-902e-76281109187d
